card_name,card_id,image_id,image_index,image_url,filename,status
Onslaught of the Fire Kings,22993208,22993208,1,https://images.ygoprodeck.com/images/cards/22993208.jpg,22993208-onslaught-of-the-fire-kings.jpg,downloaded
Onomatopia,26493435,26493435,1,https://images.ygoprodeck.com/images/cards/26493435.jpg,26493435-onomatopia.jpg,downloaded
Ookazi,19523799,19523799,1,https://images.ygoprodeck.com/images/cards/19523799.jpg,19523799-ookazi.jpg,downloaded
Ooguchi,58861941,58861941,1,https://images.ygoprodeck.com/images/cards/58861941.jpg,58861941-ooguchi.jpg,downloaded
Opening of the Spirit Gates,80312545,80312545,1,https://images.ygoprodeck.com/images/cards/80312545.jpg,80312545-opening-of-the-spirit-gates.jpg,downloaded
Oops!,55573346,55573346,1,https://images.ygoprodeck.com/images/cards/55573346.jpg,55573346-oops.jpg,downloaded
Oppressed People,58538870,58538870,1,https://images.ygoprodeck.com/images/cards/58538870.jpg,58538870-oppressed-people.jpg,downloaded
Opera the Melodious Diva,43268675,43268675,1,https://images.ygoprodeck.com/images/cards/43268675.jpg,43268675-opera-the-melodious-diva.jpg,downloaded
Opticlops,14531242,14531242,1,https://images.ygoprodeck.com/images/cards/14531242.jpg,14531242-opticlops.jpg,downloaded
Option Hunter,33248692,33248692,1,https://images.ygoprodeck.com/images/cards/33248692.jpg,33248692-option-hunter.jpg,downloaded
Opti-Camouflage Armor,44762290,44762290,1,https://images.ygoprodeck.com/images/cards/44762290.jpg,44762290-opti-camouflage-armor.jpg,downloaded
Option Token,93130022,93130022,1,https://images.ygoprodeck.com/images/cards/93130022.jpg,93130022-option-token.jpg,downloaded
Oracle of the Herald,79306385,79306385,1,https://images.ygoprodeck.com/images/cards/79306385.jpg,79306385-oracle-of-the-herald.jpg,downloaded
Oracle of the Sun,42280216,42280216,1,https://images.ygoprodeck.com/images/cards/42280216.jpg,42280216-oracle-of-the-sun.jpg,downloaded
Oracle of Zefra,32354768,32354768,1,https://images.ygoprodeck.com/images/cards/32354768.jpg,32354768-oracle-of-zefra.jpg,downloaded
Orb of Yasaka,74115234,74115234,1,https://images.ygoprodeck.com/images/cards/74115234.jpg,74115234-orb-of-yasaka.jpg,downloaded
Orbital Bombardment,96875080,96875080,1,https://images.ygoprodeck.com/images/cards/96875080.jpg,96875080-orbital-bombardment.jpg,downloaded
Orbital 7,71071546,71071546,1,https://images.ygoprodeck.com/images/cards/71071546.jpg,71071546-orbital-7.jpg,downloaded
Orcust Brass Bombard,94046012,94046012,1,https://images.ygoprodeck.com/images/cards/94046012.jpg,94046012-orcust-brass-bombard.jpg,downloaded
Orcust Cymbal Skeleton,21441617,21441617,1,https://images.ygoprodeck.com/images/cards/21441617.jpg,21441617-orcust-cymbal-skeleton.jpg,downloaded
Orcust Crescendo,703897,703897,1,https://images.ygoprodeck.com/images/cards/703897.jpg,703897-orcust-crescendo.jpg,downloaded
Orbital Hydralander,44009443,44009443,1,https://images.ygoprodeck.com/images/cards/44009443.jpg,44009443-orbital-hydralander.jpg,downloaded
Orca Mega-Fortress of Darkness,63120904,63120904,1,https://images.ygoprodeck.com/images/cards/63120904.jpg,63120904-orca-mega-fortress-of-darkness.jpg,downloaded
Orcust Harp Horror,57835716,57835716,1,https://images.ygoprodeck.com/images/cards/57835716.jpg,57835716-orcust-harp-horror.jpg,downloaded
Orcust Knightmare,4055337,4055337,1,https://images.ygoprodeck.com/images/cards/4055337.jpg,4055337-orcust-knightmare.jpg,downloaded
Orcustrated Babel,90351981,90351981,1,https://images.ygoprodeck.com/images/cards/90351981.jpg,90351981-orcustrated-babel.jpg,downloaded
Orcustrated Core,55051920,55051920,1,https://images.ygoprodeck.com/images/cards/55051920.jpg,55051920-orcustrated-core.jpg,downloaded
Orcustrated Attack,29666221,29666221,1,https://images.ygoprodeck.com/images/cards/29666221.jpg,29666221-orcustrated-attack.jpg,downloaded
Orcustrated Einsatz,62834295,62834295,1,https://images.ygoprodeck.com/images/cards/62834295.jpg,62834295-orcustrated-einsatz.jpg,downloaded
Orcustrated Return,26845680,26845680,1,https://images.ygoprodeck.com/images/cards/26845680.jpg,26845680-orcustrated-return.jpg,downloaded
Orcustrion,3134857,3134857,1,https://images.ygoprodeck.com/images/cards/3134857.jpg,3134857-orcustrion.jpg,downloaded
Orcustrated Release,47171541,47171541,1,https://images.ygoprodeck.com/images/cards/47171541.jpg,47171541-orcustrated-release.jpg,downloaded
Ordeal of a Traveler,39537362,39537362,1,https://images.ygoprodeck.com/images/cards/39537362.jpg,39537362-ordeal-of-a-traveler.jpg,downloaded
Order of the Queen,300302069,300302069,1,https://images.ygoprodeck.com/images/cards/300302069.jpg,300302069-order-of-the-queen.jpg,downloaded
Order to Charge,78986941,78986941,1,https://images.ygoprodeck.com/images/cards/78986941.jpg,78986941-order-to-charge.jpg,downloaded
"Orea, the Sylvan High Arbiter",95239444,95239444,1,https://images.ygoprodeck.com/images/cards/95239444.jpg,95239444-orea-the-sylvan-high-arbiter.jpg,downloaded
Order to Smash,39019325,39019325,1,https://images.ygoprodeck.com/images/cards/39019325.jpg,39019325-order-to-smash.jpg,downloaded
Orichalcos Shunoros,7634581,7634581,1,https://images.ygoprodeck.com/images/cards/7634581.jpg,7634581-orichalcos-shunoros.jpg,downloaded
Orichalcos Sword of Sealing,847217,847217,1,https://images.ygoprodeck.com/images/cards/847217.jpg,847217-orichalcos-sword-of-sealing.jpg,downloaded
Orgoth the Relentless,15744417,15744417,1,https://images.ygoprodeck.com/images/cards/15744417.jpg,15744417-orgoth-the-relentless.jpg,downloaded
Origami Goddess,7930346,7930346,1,https://images.ygoprodeck.com/images/cards/7930346.jpg,7930346-origami-goddess.jpg,downloaded
Orient Dragon,68124775,68124775,1,https://images.ygoprodeck.com/images/cards/68124775.jpg,68124775-orient-dragon.jpg,downloaded
Original Bamboo Sword,33578406,33578406,1,https://images.ygoprodeck.com/images/cards/33578406.jpg,33578406-original-bamboo-sword.jpg,downloaded
Original Sinful Spoils - Snake-Eye,89023486,89023486,1,https://images.ygoprodeck.com/images/cards/89023486.jpg,89023486-original-sinful-spoils-snake-eye.jpg,downloaded
Orphebull the Harmonious Bullfighter Bard,97240499,97240499,1,https://images.ygoprodeck.com/images/cards/97240499.jpg,97240499-orphebull-the-harmonious-bullfighter-bard.jpg,downloaded
Orion the Battle King,2971090,2971090,1,https://images.ygoprodeck.com/images/cards/2971090.jpg,2971090-orion-the-battle-king.jpg,downloaded
Ostinato,9113513,9113513,1,https://images.ygoprodeck.com/images/cards/9113513.jpg,9113513-ostinato.jpg,downloaded
Oscillo Hero,82065276,82065276,1,https://images.ygoprodeck.com/images/cards/82065276.jpg,82065276-oscillo-hero.jpg,downloaded
Oshaleon,71519605,71519605,1,https://images.ygoprodeck.com/images/cards/71519605.jpg,71519605-oshaleon.jpg,downloaded
"Otherworld - The ""A"" Zone",60946968,60946968,1,https://images.ygoprodeck.com/images/cards/60946968.jpg,60946968-otherworld-the-a-zone.jpg,downloaded
Otohime,39751094,39751094,1,https://images.ygoprodeck.com/images/cards/39751094.jpg,39751094-otohime.jpg,downloaded
Otohime,39751094,39751093,2,https://images.ygoprodeck.com/images/cards/39751093.jpg,39751093-alt2-otohime.jpg,downloaded
Otonari Thunder,72782945,72782945,1,https://images.ygoprodeck.com/images/cards/72782945.jpg,72782945-otonari-thunder.jpg,downloaded
Out of the Blue,79718768,79718768,1,https://images.ygoprodeck.com/images/cards/79718768.jpg,79718768-out-of-the-blue.jpg,downloaded
Otoshidamashi,14957440,14957440,1,https://images.ygoprodeck.com/images/cards/14957440.jpg,14957440-otoshidamashi.jpg,downloaded
Outrigger Extension,96462121,96462121,1,https://images.ygoprodeck.com/images/cards/96462121.jpg,96462121-outrigger-extension.jpg,downloaded
Outer Entity Azathot,34945480,34945480,1,https://images.ygoprodeck.com/images/cards/34945480.jpg,34945480-outer-entity-azathot.jpg,downloaded
Outburst Dragon,87263576,87263576,1,https://images.ygoprodeck.com/images/cards/87263576.jpg,87263576-outburst-dragon.jpg,downloaded
Outer Entity Nyarla,8809344,8809344,1,https://images.ygoprodeck.com/images/cards/8809344.jpg,8809344-outer-entity-nyarla.jpg,downloaded
Outstanding Dog Marron,11548522,11548522,1,https://images.ygoprodeck.com/images/cards/11548522.jpg,11548522-outstanding-dog-marron.jpg,downloaded
Outstanding Dog Mary,71583486,71583486,1,https://images.ygoprodeck.com/images/cards/71583486.jpg,71583486-outstanding-dog-mary.jpg,downloaded
Over Capacity,63193536,63193536,1,https://images.ygoprodeck.com/images/cards/63193536.jpg,63193536-over-capacity.jpg,downloaded
Over Fusion,52553471,52553471,1,https://images.ygoprodeck.com/images/cards/52553471.jpg,52553471-over-fusion.jpg,downloaded
Over Destiny,72204747,72204747,1,https://images.ygoprodeck.com/images/cards/72204747.jpg,72204747-over-destiny.jpg,downloaded
Over Limit,23282832,23282832,1,https://images.ygoprodeck.com/images/cards/23282832.jpg,23282832-over-limit.jpg,downloaded
Overburst Dragon,15627227,15627227,1,https://images.ygoprodeck.com/images/cards/15627227.jpg,15627227-overburst-dragon.jpg,downloaded
Over Tuning,613496,613496,1,https://images.ygoprodeck.com/images/cards/613496.jpg,613496-over-tuning.jpg,downloaded
Overdone Burial,65993085,65993085,1,https://images.ygoprodeck.com/images/cards/65993085.jpg,65993085-overdone-burial.jpg,downloaded
Overdrive,2311603,2311603,1,https://images.ygoprodeck.com/images/cards/2311603.jpg,2311603-overdrive.jpg,downloaded
Overdoom Line,87046457,87046457,1,https://images.ygoprodeck.com/images/cards/87046457.jpg,87046457-overdoom-line.jpg,downloaded
Overdrive Teleporter,1834753,1834753,1,https://images.ygoprodeck.com/images/cards/1834753.jpg,1834753-overdrive-teleporter.jpg,downloaded
Overexaggeration,96352712,96352712,1,https://images.ygoprodeck.com/images/cards/96352712.jpg,96352712-overexaggeration.jpg,downloaded
Overlay Eater,81816475,81816475,1,https://images.ygoprodeck.com/images/cards/81816475.jpg,81816475-overlay-eater.jpg,downloaded
Overlay Network,67378935,67378935,1,https://images.ygoprodeck.com/images/cards/67378935.jpg,67378935-overlay-network.jpg,downloaded
Overflow Dragon,76589546,76589546,1,https://images.ygoprodeck.com/images/cards/76589546.jpg,76589546-overflow-dragon.jpg,downloaded
Overlay Booster,75214390,75214390,1,https://images.ygoprodeck.com/images/cards/75214390.jpg,75214390-overlay-booster.jpg,downloaded
Overlay Capture,74852810,74852810,1,https://images.ygoprodeck.com/images/cards/74852810.jpg,74852810-overlay-capture.jpg,downloaded
Overlay Owl,59644958,59644958,1,https://images.ygoprodeck.com/images/cards/59644958.jpg,59644958-overlay-owl.jpg,downloaded
Overlay Regen,27068117,27068117,1,https://images.ygoprodeck.com/images/cards/27068117.jpg,27068117-overlay-regen.jpg,downloaded
Overload Future Fusion,33099732,33099732,1,https://images.ygoprodeck.com/images/cards/33099732.jpg,33099732-overload-future-fusion.jpg,downloaded
Overload Fusion,3659803,3659803,1,https://images.ygoprodeck.com/images/cards/3659803.jpg,3659803-overload-fusion.jpg,downloaded
Overlay Sentinel,39229392,39229392,1,https://images.ygoprodeck.com/images/cards/39229392.jpg,39229392-overlay-sentinel.jpg,downloaded
Overwind,24920410,24920410,1,https://images.ygoprodeck.com/images/cards/24920410.jpg,24920410-overwind.jpg,downloaded
Overpowering Eye,60577362,60577362,1,https://images.ygoprodeck.com/images/cards/60577362.jpg,60577362-overpowering-eye.jpg,downloaded
Overwhelm,20140382,20140382,1,https://images.ygoprodeck.com/images/cards/20140382.jpg,20140382-overwhelm.jpg,downloaded
Overmind Archfiend,24221808,24221808,1,https://images.ygoprodeck.com/images/cards/24221808.jpg,24221808-overmind-archfiend.jpg,downloaded
Overtex Qoatlus,41782653,41782653,1,https://images.ygoprodeck.com/images/cards/41782653.jpg,41782653-overtex-qoatlus.jpg,downloaded
Overworked,71272951,71272951,1,https://images.ygoprodeck.com/images/cards/71272951.jpg,71272951-overworked.jpg,downloaded
Owner's Seal,9720537,9720537,1,https://images.ygoprodeck.com/images/cards/9720537.jpg,9720537-owner-s-seal.jpg,downloaded
Oyster Meister,83239739,83239739,1,https://images.ygoprodeck.com/images/cards/83239739.jpg,83239739-oyster-meister.jpg,downloaded
Oyster Token,83239740,83239740,1,https://images.ygoprodeck.com/images/cards/83239740.jpg,83239740-oyster-token.jpg,downloaded
Oxygeddon,58071123,58071123,1,https://images.ygoprodeck.com/images/cards/58071123.jpg,58071123-oxygeddon.jpg,downloaded
P.M. Captor,13760677,13760677,1,https://images.ygoprodeck.com/images/cards/13760677.jpg,13760677-p-m-captor.jpg,downloaded
P.U.N.K. JAM Dragon Drive,28403802,28403802,1,https://images.ygoprodeck.com/images/cards/28403802.jpg,28403802-p-u-n-k-jam-dragon-drive.jpg,downloaded
P.U.N.K. JAM Extreme Session,49370016,49370016,1,https://images.ygoprodeck.com/images/cards/49370016.jpg,49370016-p-u-n-k-jam-extreme-session.jpg,downloaded
P.U.N.K. JAM FEVER!,11441009,11441009,1,https://images.ygoprodeck.com/images/cards/11441009.jpg,11441009-p-u-n-k-jam-fever.jpg,downloaded
"Paces, Light of the Ghoti",46037983,46037983,1,https://images.ygoprodeck.com/images/cards/46037983.jpg,46037983-paces-light-of-the-ghoti.jpg,downloaded
"Pacifis, the Phantasm City",2819435,2819435,1,https://images.ygoprodeck.com/images/cards/2819435.jpg,2819435-pacifis-the-phantasm-city.jpg,downloaded
Packet Link,78859567,78859567,1,https://images.ygoprodeck.com/images/cards/78859567.jpg,78859567-packet-link.jpg,downloaded
Pahunder,84530620,84530620,1,https://images.ygoprodeck.com/images/cards/84530620.jpg,84530620-pahunder.jpg,downloaded
Packet Swap,75153328,75153328,1,https://images.ygoprodeck.com/images/cards/75153328.jpg,75153328-packet-swap.jpg,downloaded
Painful Choice,74191942,74191942,1,https://images.ygoprodeck.com/images/cards/74191942.jpg,74191942-painful-choice.jpg,downloaded
Pain Painter,21620076,21620076,1,https://images.ygoprodeck.com/images/cards/21620076.jpg,21620076-pain-painter.jpg,downloaded
Painful Decision,1033312,1033312,1,https://images.ygoprodeck.com/images/cards/1033312.jpg,1033312-painful-decision.jpg,downloaded
Painful Return,57902193,57902193,1,https://images.ygoprodeck.com/images/cards/57902193.jpg,57902193-painful-return.jpg,downloaded
Painful Escape,20513882,20513882,1,https://images.ygoprodeck.com/images/cards/20513882.jpg,20513882-painful-escape.jpg,downloaded
Pair Bear Scare!!,21501961,21501961,1,https://images.ygoprodeck.com/images/cards/21501961.jpg,21501961-pair-bear-scare.jpg,downloaded
Pair Cycroid,16114248,16114248,1,https://images.ygoprodeck.com/images/cards/16114248.jpg,16114248-pair-cycroid.jpg,downloaded
Pal-O'Mine-zation!,300202006,300202006,1,https://images.ygoprodeck.com/images/cards/300202006.jpg,300202006-pal-o-mine-zation.jpg,downloaded
Paladin of Felgrand,6075801,6075801,1,https://images.ygoprodeck.com/images/cards/6075801.jpg,6075801-paladin-of-felgrand.jpg,downloaded
Palace of the Elemental Lords,61557074,61557074,1,https://images.ygoprodeck.com/images/cards/61557074.jpg,61557074-palace-of-the-elemental-lords.jpg,downloaded
Paladin of Dark Dragon,71408082,71408082,1,https://images.ygoprodeck.com/images/cards/71408082.jpg,71408082-paladin-of-dark-dragon.jpg,downloaded
Paladin of Photon Dragon,85346853,85346853,1,https://images.ygoprodeck.com/images/cards/85346853.jpg,85346853-paladin-of-photon-dragon.jpg,downloaded
Paladin of Storm Dragon,86401517,86401517,1,https://images.ygoprodeck.com/images/cards/86401517.jpg,86401517-paladin-of-storm-dragon.jpg,downloaded
Paladin of the Cursed Dragon,68670547,68670547,1,https://images.ygoprodeck.com/images/cards/68670547.jpg,68670547-paladin-of-the-cursed-dragon.jpg,downloaded
Paladin of White Dragon,73398797,73398797,1,https://images.ygoprodeck.com/images/cards/73398797.jpg,73398797-paladin-of-white-dragon.jpg,downloaded
Pale Beast,21263083,21263083,1,https://images.ygoprodeck.com/images/cards/21263083.jpg,21263083-pale-beast.jpg,downloaded
Paleozoic Anomalocaris,61307542,61307543,2,https://images.ygoprodeck.com/images/cards/61307543.jpg,61307543-alt2-paleozoic-anomalocaris.jpg,downloaded
Paladins of Bonds and Unity,99217226,99217226,1,https://images.ygoprodeck.com/images/cards/99217226.jpg,99217226-paladins-of-bonds-and-unity.jpg,downloaded
Paleozoic Cambroraster,36346532,36346532,1,https://images.ygoprodeck.com/images/cards/36346532.jpg,36346532-paleozoic-cambroraster.jpg,downloaded
Paleozoic Anomalocaris,61307542,61307542,1,https://images.ygoprodeck.com/images/cards/61307542.jpg,61307542-paleozoic-anomalocaris.jpg,downloaded
Paleozoic Canadia,98414735,98414735,1,https://images.ygoprodeck.com/images/cards/98414735.jpg,98414735-paleozoic-canadia.jpg,downloaded
Paleozoic Eldonia,2376209,2376209,1,https://images.ygoprodeck.com/images/cards/2376209.jpg,2376209-paleozoic-eldonia.jpg,downloaded
Paleozoic Dinomischus,38761908,38761908,1,https://images.ygoprodeck.com/images/cards/38761908.jpg,38761908-paleozoic-dinomischus.jpg,downloaded
Paleozoic Hallucigenia,61420130,61420130,1,https://images.ygoprodeck.com/images/cards/61420130.jpg,61420130-paleozoic-hallucigenia.jpg,downloaded
Paleozoic Olenoides,35035481,35035481,1,https://images.ygoprodeck.com/images/cards/35035481.jpg,35035481-paleozoic-olenoides.jpg,downloaded
Paleozoic Leanchoilia,1154611,1154611,1,https://images.ygoprodeck.com/images/cards/1154611.jpg,1154611-paleozoic-leanchoilia.jpg,downloaded
Paleozoic Opabinia,37649320,37649320,1,https://images.ygoprodeck.com/images/cards/37649320.jpg,37649320-paleozoic-opabinia.jpg,downloaded
Paleozoic Marrella,64765016,64765016,1,https://images.ygoprodeck.com/images/cards/64765016.jpg,64765016-paleozoic-marrella.jpg,downloaded
Paleozoic Pikaia,24903843,24903843,1,https://images.ygoprodeck.com/images/cards/24903843.jpg,24903843-paleozoic-pikaia.jpg,downloaded
Palladium Oracle Mahad,71703785,71703785,1,https://images.ygoprodeck.com/images/cards/71703785.jpg,71703785-palladium-oracle-mahad.jpg,downloaded
Palladium Oracle Mana,42006475,42006475,1,https://images.ygoprodeck.com/images/cards/42006475.jpg,42006475-palladium-oracle-mana.jpg,downloaded
Palm Ryzeal,61116514,61116514,1,https://images.ygoprodeck.com/images/cards/61116514.jpg,61116514-palm-ryzeal.jpg,downloaded
Pandaborg,39091951,39091951,1,https://images.ygoprodeck.com/images/cards/39091951.jpg,39091951-pandaborg.jpg,downloaded
Pandemic Dragon,68299524,68299524,1,https://images.ygoprodeck.com/images/cards/68299524.jpg,68299524-pandemic-dragon.jpg,downloaded
Pandemonium,94585852,94585852,1,https://images.ygoprodeck.com/images/cards/94585852.jpg,94585852-pandemonium.jpg,downloaded
Pandora's Jewelry Box,15936370,15936370,1,https://images.ygoprodeck.com/images/cards/15936370.jpg,15936370-pandora-s-jewelry-box.jpg,downloaded
Pandemonium Watchbear,75375465,75375465,1,https://images.ygoprodeck.com/images/cards/75375465.jpg,75375465-pandemonium-watchbear.jpg,downloaded
Panther Warrior,42035044,42035044,1,https://images.ygoprodeck.com/images/cards/42035044.jpg,42035044-panther-warrior.jpg,downloaded
Pantheism of the Monarchs,22842126,22842126,1,https://images.ygoprodeck.com/images/cards/22842126.jpg,22842126-pantheism-of-the-monarchs.jpg,downloaded
Panther Shark,70101178,70101178,1,https://images.ygoprodeck.com/images/cards/70101178.jpg,70101178-panther-shark.jpg,downloaded
Panther Warrior,42035044,42035045,2,https://images.ygoprodeck.com/images/cards/42035045.jpg,42035045-alt2-panther-warrior.jpg,downloaded
Panzer Dragon,72959823,72959823,1,https://images.ygoprodeck.com/images/cards/72959823.jpg,72959823-panzer-dragon.jpg,downloaded
Paradox Fusion,57355219,57355219,1,https://images.ygoprodeck.com/images/cards/57355219.jpg,57355219-paradox-fusion.jpg,downloaded
Parallel Panzer,93394164,93394164,1,https://images.ygoprodeck.com/images/cards/93394164.jpg,93394164-parallel-panzer.jpg,downloaded
Papa-Corn,73776643,73776643,1,https://images.ygoprodeck.com/images/cards/73776643.jpg,73776643-papa-corn.jpg,downloaded
Parallel eXceed,71278040,71278040,1,https://images.ygoprodeck.com/images/cards/71278040.jpg,71278040-parallel-exceed.jpg,downloaded
Parallel Teleport,483,483,1,https://images.ygoprodeck.com/images/cards/483.jpg,483-parallel-teleport.jpg,downloaded
Parallel Port Armor,879958,879958,1,https://images.ygoprodeck.com/images/cards/879958.jpg,879958-parallel-port-armor.jpg,downloaded
Parallel Selection,23327298,23327298,1,https://images.ygoprodeck.com/images/cards/23327298.jpg,23327298-parallel-selection.jpg,downloaded
Parallel Twister,83102080,83102080,1,https://images.ygoprodeck.com/images/cards/83102080.jpg,83102080-parallel-twister.jpg,downloaded
Parallel World Fusion,54283059,54283059,1,https://images.ygoprodeck.com/images/cards/54283059.jpg,54283059-parallel-world-fusion.jpg,downloaded
Paralyzing Chain,79707116,79707116,1,https://images.ygoprodeck.com/images/cards/79707116.jpg,79707116-paralyzing-chain.jpg,downloaded
Parametalfoes Azortless,37491810,37491810,1,https://images.ygoprodeck.com/images/cards/37491810.jpg,37491810-parametalfoes-azortless.jpg,downloaded
Paralyzing Mushroom,22712877,22712877,1,https://images.ygoprodeck.com/images/cards/22712877.jpg,22712877-paralyzing-mushroom.jpg,downloaded
Paralyzing Potion,50152549,50152549,1,https://images.ygoprodeck.com/images/cards/50152549.jpg,50152549-paralyzing-potion.jpg,downloaded
Parametalfoes Fusion,58549532,58549532,1,https://images.ygoprodeck.com/images/cards/58549532.jpg,58549532-parametalfoes-fusion.jpg,downloaded
Parametalfoes Melcaster,10024317,10024317,1,https://images.ygoprodeck.com/images/cards/10024317.jpg,10024317-parametalfoes-melcaster.jpg,downloaded
Parasite Paracide,27911549,27911549,1,https://images.ygoprodeck.com/images/cards/27911549.jpg,27911549-parasite-paracide.jpg,downloaded
Parasite Paranoid,14457896,14457896,1,https://images.ygoprodeck.com/images/cards/14457896.jpg,14457896-parasite-paranoid.jpg,downloaded
Parasite Paracide,27911549,27911550,2,https://images.ygoprodeck.com/images/cards/27911550.jpg,27911550-alt2-parasite-paracide.jpg,downloaded
Parasitic Ticky,87978805,87978805,1,https://images.ygoprodeck.com/images/cards/87978805.jpg,87978805-parasitic-ticky.jpg,downloaded
Parasomnia Pillow,44092304,44092304,1,https://images.ygoprodeck.com/images/cards/44092304.jpg,44092304-parasomnia-pillow.jpg,downloaded
Parlor Dragonmaid,88453933,88453933,1,https://images.ygoprodeck.com/images/cards/88453933.jpg,88453933-parlor-dragonmaid.jpg,downloaded
Parrot Dragon,62762898,62762898,1,https://images.ygoprodeck.com/images/cards/62762898.jpg,62762898-parrot-dragon.jpg,downloaded
"Parl, Hermit of Dark World",3289027,3289027,1,https://images.ygoprodeck.com/images/cards/3289027.jpg,3289027-parl-hermit-of-dark-world.jpg,downloaded
Parry,52228131,52228131,1,https://images.ygoprodeck.com/images/cards/52228131.jpg,52228131-parry.jpg,downloaded
Parry Knights,17988746,17988746,1,https://images.ygoprodeck.com/images/cards/17988746.jpg,17988746-parry-knights.jpg,downloaded
"Parsec, the Interstellar Dragon",32872833,32872833,1,https://images.ygoprodeck.com/images/cards/32872833.jpg,32872833-parsec-the-interstellar-dragon.jpg,downloaded
Parthian Shot,29185231,29185231,1,https://images.ygoprodeck.com/images/cards/29185231.jpg,29185231-parthian-shot.jpg,downloaded
Particle Fusion,39261576,39261576,1,https://images.ygoprodeck.com/images/cards/39261576.jpg,39261576-particle-fusion.jpg,downloaded
Past Image,50292967,50292967,1,https://images.ygoprodeck.com/images/cards/50292967.jpg,50292967-past-image.jpg,downloaded
Pasto-Ral Theorealize,36709484,36709484,1,https://images.ygoprodeck.com/images/cards/36709484.jpg,36709484-pasto-ral-theorealize.jpg,downloaded
Patrician of Darkness,19153634,19153634,1,https://images.ygoprodeck.com/images/cards/19153634.jpg,19153634-patrician-of-darkness.jpg,downloaded
Patchwork Fluffal,81481818,81481818,1,https://images.ygoprodeck.com/images/cards/81481818.jpg,81481818-patchwork-fluffal.jpg,downloaded
Patissciel Couverture,26435595,26435595,1,https://images.ygoprodeck.com/images/cards/26435595.jpg,26435595-patissciel-couverture.jpg,downloaded
Patrol Robo,76775123,76775123,1,https://images.ygoprodeck.com/images/cards/76775123.jpg,76775123-patrol-robo.jpg,downloaded
Patroid,71930383,71930383,1,https://images.ygoprodeck.com/images/cards/71930383.jpg,71930383-patroid.jpg,downloaded
Peaceful Burial,14055212,14055212,1,https://images.ygoprodeck.com/images/cards/14055212.jpg,14055212-peaceful-burial.jpg,downloaded
Pazuzule,77384395,77384395,1,https://images.ygoprodeck.com/images/cards/77384395.jpg,77384395-pazuzule.jpg,downloaded
Peaceful Planet Calarium,82460246,82460246,1,https://images.ygoprodeck.com/images/cards/82460246.jpg,82460246-peaceful-planet-calarium.jpg,downloaded
Peacock,20624263,20624263,1,https://images.ygoprodeck.com/images/cards/20624263.jpg,20624263-peacock.jpg,downloaded
Peak Performance,300202001,300202001,1,https://images.ygoprodeck.com/images/cards/300202001.jpg,300202001-peak-performance.jpg,downloaded
Peeking Goblin,52263685,52263685,1,https://images.ygoprodeck.com/images/cards/52263685.jpg,52263685-peeking-goblin.jpg,downloaded
Pegasus Wing,72083436,72083436,1,https://images.ygoprodeck.com/images/cards/72083436.jpg,72083436-pegasus-wing.jpg,downloaded
Penalty Game!,967928,967928,1,https://images.ygoprodeck.com/images/cards/967928.jpg,967928-penalty-game.jpg,downloaded
Pendransaction,58720904,58720904,1,https://images.ygoprodeck.com/images/cards/58720904.jpg,58720904-pendransaction.jpg,downloaded
Pendulum Back,76660409,76660409,1,https://images.ygoprodeck.com/images/cards/76660409.jpg,76660409-pendulum-back.jpg,downloaded
Pendulum Area,2359348,2359348,1,https://images.ygoprodeck.com/images/cards/2359348.jpg,2359348-pendulum-area.jpg,downloaded
Pendulum Call,53208660,53208660,1,https://images.ygoprodeck.com/images/cards/53208660.jpg,53208660-pendulum-call.jpg,downloaded
Pendulum Evolution,55795155,55795155,1,https://images.ygoprodeck.com/images/cards/55795155.jpg,55795155-pendulum-evolution.jpg,downloaded
Pendulum Fusion,65646587,65646587,1,https://images.ygoprodeck.com/images/cards/65646587.jpg,65646587-pendulum-fusion.jpg,downloaded
Pendulum Dimension,84274024,84274024,1,https://images.ygoprodeck.com/images/cards/84274024.jpg,84274024-pendulum-dimension.jpg,downloaded
Pendulum Encore,6992184,6992184,1,https://images.ygoprodeck.com/images/cards/6992184.jpg,6992184-pendulum-encore.jpg,downloaded
Pendulum Halt,36111775,36111775,1,https://images.ygoprodeck.com/images/cards/36111775.jpg,36111775-pendulum-halt.jpg,downloaded
Pendulum Machine,24433920,24433920,1,https://images.ygoprodeck.com/images/cards/24433920.jpg,24433920-pendulum-machine.jpg,downloaded
Pendulum Hole,68477598,68477598,1,https://images.ygoprodeck.com/images/cards/68477598.jpg,68477598-pendulum-hole.jpg,downloaded
Pendulum Impenetrable,60434189,60434189,1,https://images.ygoprodeck.com/images/cards/60434189.jpg,60434189-pendulum-impenetrable.jpg,downloaded
Pendulum Machine,24433920,24433921,2,https://images.ygoprodeck.com/images/cards/24433921.jpg,24433921-alt2-pendulum-machine.jpg,downloaded
Pendulum Paradox,38203732,38203732,1,https://images.ygoprodeck.com/images/cards/38203732.jpg,38203732-pendulum-paradox.jpg,downloaded
Pendulum Rising,74926274,74926274,1,https://images.ygoprodeck.com/images/cards/74926274.jpg,74926274-pendulum-rising.jpg,downloaded
Pendulum Reborn,77826734,77826734,1,https://images.ygoprodeck.com/images/cards/77826734.jpg,77826734-pendulum-reborn.jpg,downloaded
Pendulum Pendant,65914127,65914127,1,https://images.ygoprodeck.com/images/cards/65914127.jpg,65914127-pendulum-pendant.jpg,downloaded
