card_name,card_id,image_id,image_index,image_url,filename,status
"""A"" Cell Scatter Burst",73262676,73262676,1,https://images.ygoprodeck.com/images/cards/73262676.jpg,73262676-a-cell-scatter-burst.jpg,downloaded
"""A"" Cell Incubator",64163367,64163367,1,https://images.ygoprodeck.com/images/cards/64163367.jpg,64163367-a-cell-incubator.jpg,downloaded
"""A Case for K9""",80181649,80181649,1,https://images.ygoprodeck.com/images/cards/80181649.jpg,80181649-a-case-for-k9.jpg,downloaded
"""A"" Cell Breeding Device",34541863,34541863,1,https://images.ygoprodeck.com/images/cards/34541863.jpg,34541863-a-cell-breeding-device.jpg,downloaded
"""Infernoble Arms - Hauteclere""",64867422,64867422,1,https://images.ygoprodeck.com/images/cards/64867422.jpg,64867422-infernoble-arms-hauteclere.jpg,downloaded
"""A"" Cell Recombination Device",91231901,91231901,1,https://images.ygoprodeck.com/images/cards/91231901.jpg,91231901-a-cell-recombination-device.jpg,downloaded
"""Infernoble Arms - Durendal""",37478723,37478723,1,https://images.ygoprodeck.com/images/cards/37478723.jpg,37478723-infernoble-arms-durendal.jpg,downloaded
"""Infernoble Arms - Almace""",98319530,98319530,1,https://images.ygoprodeck.com/images/cards/98319530.jpg,98319530-infernoble-arms-almace.jpg,downloaded
"""Infernoble Arms - Joyeuse""",90861137,90861137,1,https://images.ygoprodeck.com/images/cards/90861137.jpg,90861137-infernoble-arms-joyeuse.jpg,downloaded
1st Movement Solo,44256816,44256816,1,https://images.ygoprodeck.com/images/cards/44256816.jpg,44256816-1st-movement-solo.jpg,downloaded
3-Hump Lacooda,86988864,86988864,1,https://images.ygoprodeck.com/images/cards/86988864.jpg,86988864-3-hump-lacooda.jpg,downloaded
"30,000-Year White Turtle",11714098,11714098,1,https://images.ygoprodeck.com/images/cards/11714098.jpg,11714098-30-000-year-white-turtle.jpg,downloaded
4-Starred Ladybug of Doom,83994646,83994646,1,https://images.ygoprodeck.com/images/cards/83994646.jpg,83994646-4-starred-ladybug-of-doom.jpg,downloaded
7 Colored Fish,23771716,23771716,1,https://images.ygoprodeck.com/images/cards/23771716.jpg,23771716-7-colored-fish.jpg,downloaded
7 Completed,86198326,86198326,1,https://images.ygoprodeck.com/images/cards/86198326.jpg,86198326-7-completed.jpg,downloaded
8-Claws Scorpion,14261867,14261867,1,https://images.ygoprodeck.com/images/cards/14261867.jpg,14261867-8-claws-scorpion.jpg,downloaded
7,67048711,67048711,1,https://images.ygoprodeck.com/images/cards/67048711.jpg,67048711-7.jpg,downloaded
A Cat of Ill Omen,24140059,24140059,1,https://images.ygoprodeck.com/images/cards/24140059.jpg,24140059-a-cat-of-ill-omen.jpg,downloaded
"A Bao A Qu, the Lightless Shadow",4731783,4731783,1,https://images.ygoprodeck.com/images/cards/4731783.jpg,4731783-a-bao-a-qu-the-lightless-shadow.jpg,downloaded
A Deal with Dark Ruler,6850209,6850209,1,https://images.ygoprodeck.com/images/cards/6850209.jpg,6850209-a-deal-with-dark-ruler.jpg,downloaded
A Feather of the Phoenix,49140998,49140998,1,https://images.ygoprodeck.com/images/cards/49140998.jpg,49140998-a-feather-of-the-phoenix.jpg,downloaded
A Feint Plan,68170903,68170903,1,https://images.ygoprodeck.com/images/cards/68170903.jpg,68170903-a-feint-plan.jpg,downloaded
A Hero Lives,8949584,8949584,1,https://images.ygoprodeck.com/images/cards/8949584.jpg,8949584-a-hero-lives.jpg,downloaded
A Hero Emerges,21597117,21597117,1,https://images.ygoprodeck.com/images/cards/21597117.jpg,21597117-a-hero-emerges.jpg,downloaded
A Legendary Ocean,295517,295517,1,https://images.ygoprodeck.com/images/cards/295517.jpg,295517-a-legendary-ocean.jpg,downloaded
A Major Upset,32207100,32207100,1,https://images.ygoprodeck.com/images/cards/32207100.jpg,32207100-a-major-upset.jpg,downloaded
A Man with Wdjat,51351302,51351302,1,https://images.ygoprodeck.com/images/cards/51351302.jpg,51351302-a-man-with-wdjat.jpg,downloaded
A Rival Appears!,5728014,5728014,1,https://images.ygoprodeck.com/images/cards/5728014.jpg,5728014-a-rival-appears.jpg,downloaded
"A Shattered, Colorless Realm",44553392,44553392,1,https://images.ygoprodeck.com/images/cards/44553392.jpg,44553392-a-shattered-colorless-realm.jpg,downloaded
A Wild Monster Appears!,23587624,23587624,1,https://images.ygoprodeck.com/images/cards/23587624.jpg,23587624-a-wild-monster-appears.jpg,downloaded
A Wingbeat of Giant Dragon,28596933,28596933,1,https://images.ygoprodeck.com/images/cards/28596933.jpg,28596933-a-wingbeat-of-giant-dragon.jpg,downloaded
A-Assault Core,30012506,30012506,1,https://images.ygoprodeck.com/images/cards/30012506.jpg,30012506-a-assault-core.jpg,downloaded
A-Team: Trap Disposal Unit,13026402,13026402,1,https://images.ygoprodeck.com/images/cards/13026402.jpg,13026402-a-team-trap-disposal-unit.jpg,downloaded
A-to-Z Energy Load,75926389,75926389,1,https://images.ygoprodeck.com/images/cards/75926389.jpg,75926389-a-to-z-energy-load.jpg,downloaded
A-to-Z-Dragon Buster Cannon,65172015,65172015,1,https://images.ygoprodeck.com/images/cards/65172015.jpg,65172015-a-to-z-dragon-buster-cannon.jpg,downloaded
A.I. Challenge You,28645123,28645123,1,https://images.ygoprodeck.com/images/cards/28645123.jpg,28645123-a-i-challenge-you.jpg,downloaded
A.I. Connect,79015062,79015062,1,https://images.ygoprodeck.com/images/cards/79015062.jpg,79015062-a-i-connect.jpg,downloaded
A.I. Contact,10493654,10493654,1,https://images.ygoprodeck.com/images/cards/10493654.jpg,10493654-a-i-contact.jpg,downloaded
A.I. Love Fusion,59332125,59332125,1,https://images.ygoprodeck.com/images/cards/59332125.jpg,59332125-a-i-love-fusion.jpg,downloaded
A.I. Meet You,6552971,6552971,1,https://images.ygoprodeck.com/images/cards/6552971.jpg,6552971-a-i-meet-you.jpg,downloaded
A.I. Shadow,77421977,77421977,1,https://images.ygoprodeck.com/images/cards/77421977.jpg,77421977-a-i-shadow.jpg,downloaded
A.I.'s Ritual,85327820,85327820,1,https://images.ygoprodeck.com/images/cards/85327820.jpg,85327820-a-i-s-ritual.jpg,downloaded
A.I.'s Show,54374642,54374642,1,https://images.ygoprodeck.com/images/cards/54374642.jpg,54374642-a-i-s-show.jpg,downloaded
A.I.dle Reborn,22933016,22933016,1,https://images.ygoprodeck.com/images/cards/22933016.jpg,22933016-a-i-dle-reborn.jpg,downloaded
A.I.Q,69381150,69381150,1,https://images.ygoprodeck.com/images/cards/69381150.jpg,69381150-a-i-q.jpg,downloaded
A/D Changer,96146814,96146814,1,https://images.ygoprodeck.com/images/cards/96146814.jpg,96146814-a-d-changer.jpg,downloaded
Abaki,12694768,12694768,1,https://images.ygoprodeck.com/images/cards/12694768.jpg,12694768-abaki.jpg,downloaded
Abare Ushioni,89718302,89718302,1,https://images.ygoprodeck.com/images/cards/89718302.jpg,89718302-abare-ushioni.jpg,downloaded
ABC-Dragon Buster,1561110,1561110,1,https://images.ygoprodeck.com/images/cards/1561110.jpg,1561110-abc-dragon-buster.jpg,downloaded
Abduction,21846145,21846145,1,https://images.ygoprodeck.com/images/cards/21846145.jpg,21846145-abduction.jpg,downloaded
Abominable Chamber of the Unchained,80801743,80801743,1,https://images.ygoprodeck.com/images/cards/80801743.jpg,80801743-abominable-chamber-of-the-unchained.jpg,downloaded
Abominable Unchained Soul,1966438,1966438,1,https://images.ygoprodeck.com/images/cards/1966438.jpg,1966438-abominable-unchained-soul.jpg,downloaded
Abomination's Prison,27412542,27412542,1,https://images.ygoprodeck.com/images/cards/27412542.jpg,27412542-abomination-s-prison.jpg,downloaded
Absolute Axon Kicker,80073414,80073414,1,https://images.ygoprodeck.com/images/cards/80073414.jpg,80073414-absolute-axon-kicker.jpg,downloaded
Absolute End,27744077,27744077,1,https://images.ygoprodeck.com/images/cards/27744077.jpg,27744077-absolute-end.jpg,downloaded
Absolute Crusader,70832512,70832512,1,https://images.ygoprodeck.com/images/cards/70832512.jpg,70832512-absolute-crusader.jpg,downloaded
Absolute King - Megaplunder,27553701,27553701,1,https://images.ygoprodeck.com/images/cards/27553701.jpg,27553701-absolute-king-megaplunder.jpg,downloaded
Absolute King Back Jack,60990740,60990740,1,https://images.ygoprodeck.com/images/cards/60990740.jpg,60990740-absolute-king-back-jack.jpg,downloaded
Absolute Powerforce,51779204,51779204,1,https://images.ygoprodeck.com/images/cards/51779204.jpg,51779204-absolute-powerforce.jpg,downloaded
Absorb Fusion,71422989,71422989,1,https://images.ygoprodeck.com/images/cards/71422989.jpg,71422989-absorb-fusion.jpg,downloaded
Absorbing Jar,3900605,3900605,1,https://images.ygoprodeck.com/images/cards/3900605.jpg,3900605-absorbing-jar.jpg,downloaded
Absorbing Kid from the Sky,49771608,49771608,1,https://images.ygoprodeck.com/images/cards/49771608.jpg,49771608-absorbing-kid-from-the-sky.jpg,downloaded
Absorouter Dragon,67748760,67748760,1,https://images.ygoprodeck.com/images/cards/67748760.jpg,67748760-absorouter-dragon.jpg,downloaded
Abyss Actor - Comic Relief,15308295,15308295,1,https://images.ygoprodeck.com/images/cards/15308295.jpg,15308295-abyss-actor-comic-relief.jpg,downloaded
Abyss Actor - Curtain Raiser,44179224,44179224,1,https://images.ygoprodeck.com/images/cards/44179224.jpg,44179224-abyss-actor-curtain-raiser.jpg,downloaded
Abyss Actor - Evil Heel,52240819,52240819,1,https://images.ygoprodeck.com/images/cards/52240819.jpg,52240819-abyss-actor-evil-heel.jpg,downloaded
Abyss Actor - Extras,88412339,88412339,1,https://images.ygoprodeck.com/images/cards/88412339.jpg,88412339-abyss-actor-extras.jpg,downloaded
Abyss Actor - Funky Comedian,99634927,99634927,1,https://images.ygoprodeck.com/images/cards/99634927.jpg,99634927-abyss-actor-funky-comedian.jpg,downloaded
Abyss Actor - Hyper Director,2368215,2368215,1,https://images.ygoprodeck.com/images/cards/2368215.jpg,2368215-abyss-actor-hyper-director.jpg,downloaded
Abyss Actor - Leading Lady,24907044,24907044,1,https://images.ygoprodeck.com/images/cards/24907044.jpg,24907044-abyss-actor-leading-lady.jpg,downloaded
Abyss Actor - Liberty Dramatist,65477143,65477143,1,https://images.ygoprodeck.com/images/cards/65477143.jpg,65477143-abyss-actor-liberty-dramatist.jpg,downloaded
Abyss Actor - Mellow Madonna,78310590,78310590,1,https://images.ygoprodeck.com/images/cards/78310590.jpg,78310590-abyss-actor-mellow-madonna.jpg,downloaded
Abyss Actor - Super Producer,47404795,47404795,1,https://images.ygoprodeck.com/images/cards/47404795.jpg,47404795-abyss-actor-super-producer.jpg,downloaded
Abyss Actor - Sassy Rookie,51028231,51028231,1,https://images.ygoprodeck.com/images/cards/51028231.jpg,51028231-abyss-actor-sassy-rookie.jpg,downloaded
Abyss Actor - Superstar,25629622,25629622,1,https://images.ygoprodeck.com/images/cards/25629622.jpg,25629622-abyss-actor-superstar.jpg,downloaded
Abyss Actor - Trendy Understudy,39024589,39024589,1,https://images.ygoprodeck.com/images/cards/39024589.jpg,39024589-abyss-actor-trendy-understudy.jpg,downloaded
Abyss Actor - Wild Hope,51391183,51391183,1,https://images.ygoprodeck.com/images/cards/51391183.jpg,51391183-abyss-actor-wild-hope.jpg,downloaded
Abyss Actor - Twinkle Little Star,7279373,7279373,1,https://images.ygoprodeck.com/images/cards/7279373.jpg,7279373-abyss-actor-twinkle-little-star.jpg,downloaded
Abyss Actors Back Stage,59057953,59057953,1,https://images.ygoprodeck.com/images/cards/59057953.jpg,59057953-abyss-actors-back-stage.jpg,downloaded
Abyss Actors' Curtain Call,4682617,4682617,1,https://images.ygoprodeck.com/images/cards/4682617.jpg,4682617-abyss-actors-curtain-call.jpg,downloaded
Abyss Actors' Dress Rehearsal,6004133,6004133,1,https://images.ygoprodeck.com/images/cards/6004133.jpg,6004133-abyss-actors-dress-rehearsal.jpg,downloaded
Abyss Dweller,21044178,21044178,1,https://images.ygoprodeck.com/images/cards/21044178.jpg,21044178-abyss-dweller.jpg,downloaded
Abyss Flower,40387124,40387124,1,https://images.ygoprodeck.com/images/cards/40387124.jpg,40387124-abyss-flower.jpg,downloaded
Abyss Keeper,82184400,82184400,1,https://images.ygoprodeck.com/images/cards/82184400.jpg,82184400-abyss-keeper.jpg,downloaded
Abyss Playhouse - Fantastic Theater,77297908,77297908,1,https://images.ygoprodeck.com/images/cards/77297908.jpg,77297908-abyss-playhouse-fantastic-theater.jpg,downloaded
Abyss Prop - Wild Wagon,86578200,86578200,1,https://images.ygoprodeck.com/images/cards/86578200.jpg,86578200-abyss-prop-wild-wagon.jpg,downloaded
Abyss Script - Abysstainment,70564929,70564929,1,https://images.ygoprodeck.com/images/cards/70564929.jpg,70564929-abyss-script-abysstainment.jpg,downloaded
Abyss Script - Dramatic Story,33503878,33503878,1,https://images.ygoprodeck.com/images/cards/33503878.jpg,33503878-abyss-script-dramatic-story.jpg,downloaded
Abyss Script - Fantasy Magic,87390798,87390798,1,https://images.ygoprodeck.com/images/cards/87390798.jpg,87390798-abyss-script-fantasy-magic.jpg,downloaded
Abyss Script - Fire Dragon's Lair,50179591,50179591,1,https://images.ygoprodeck.com/images/cards/50179591.jpg,50179591-abyss-script-fire-dragon-s-lair.jpg,downloaded
Abyss Script - Opening Ceremony,23784496,23784496,1,https://images.ygoprodeck.com/images/cards/23784496.jpg,23784496-abyss-script-opening-ceremony.jpg,downloaded
Abyss Script - Rise of the Abyss King,13662809,13662809,1,https://images.ygoprodeck.com/images/cards/13662809.jpg,13662809-abyss-script-rise-of-the-abyss-king.jpg,downloaded
Abyss Script - Romantic Terror,41803903,41803903,1,https://images.ygoprodeck.com/images/cards/41803903.jpg,41803903-abyss-script-romantic-terror.jpg,downloaded
Abyss Shark,61496006,61496006,1,https://images.ygoprodeck.com/images/cards/61496006.jpg,61496006-abyss-shark.jpg,downloaded
Abyss Soldier,18318842,18318842,1,https://images.ygoprodeck.com/images/cards/18318842.jpg,18318842-abyss-soldier.jpg,downloaded
Abyss Stungray,97232518,97232518,1,https://images.ygoprodeck.com/images/cards/97232518.jpg,97232518-abyss-stungray.jpg,downloaded
Abyss Warrior,88409165,88409165,1,https://images.ygoprodeck.com/images/cards/88409165.jpg,88409165-abyss-warrior.jpg,downloaded
Abyss-scale of Cetus,19596712,19596712,1,https://images.ygoprodeck.com/images/cards/19596712.jpg,19596712-abyss-scale-of-cetus.jpg,downloaded
Abyss-scale of the Kraken,8719957,8719957,1,https://images.ygoprodeck.com/images/cards/8719957.jpg,8719957-abyss-scale-of-the-kraken.jpg,downloaded
Abyss-scale of the Mizuchi,72932673,72932673,1,https://images.ygoprodeck.com/images/cards/72932673.jpg,72932673-abyss-scale-of-the-mizuchi.jpg,downloaded
Abyss-scorn,79206750,79206750,1,https://images.ygoprodeck.com/images/cards/79206750.jpg,79206750-abyss-scorn.jpg,downloaded
Abyss-sphere,60202749,60202749,1,https://images.ygoprodeck.com/images/cards/60202749.jpg,60202749-abyss-sphere.jpg,downloaded
Abyss-squall,34707034,34707034,1,https://images.ygoprodeck.com/images/cards/34707034.jpg,34707034-abyss-squall.jpg,downloaded
Abyss-steam,63941169,63941169,1,https://images.ygoprodeck.com/images/cards/63941169.jpg,63941169-abyss-steam.jpg,downloaded
Abyss-sting Triaina,81878201,81878201,1,https://images.ygoprodeck.com/images/cards/81878201.jpg,81878201-abyss-sting-triaina.jpg,downloaded
Abyss-strom,97697447,97697447,1,https://images.ygoprodeck.com/images/cards/97697447.jpg,97697447-abyss-strom.jpg,downloaded
Abyssal Designator,89801755,89801755,1,https://images.ygoprodeck.com/images/cards/89801755.jpg,89801755-abyssal-designator.jpg,downloaded
Abyssal Kingshark,44223284,44223284,1,https://images.ygoprodeck.com/images/cards/44223284.jpg,44223284-abyssal-kingshark.jpg,downloaded
"Abyssrhine, the Atlantean Spirit",17080584,17080584,1,https://images.ygoprodeck.com/images/cards/17080584.jpg,17080584-abyssrhine-the-atlantean-spirit.jpg,downloaded
Accel Synchro Stardust Dragon,30983281,30983281,1,https://images.ygoprodeck.com/images/cards/30983281.jpg,30983281-accel-synchro-stardust-dragon.jpg,downloaded
"Abysstrite, the Atlantean Spirit",9453320,9453320,1,https://images.ygoprodeck.com/images/cards/9453320.jpg,9453320-abysstrite-the-atlantean-spirit.jpg,downloaded
Accel Synchron,37675907,37675907,1,https://images.ygoprodeck.com/images/cards/37675907.jpg,37675907-accel-synchron.jpg,downloaded
Accellight,34838437,34838437,1,https://images.ygoprodeck.com/images/cards/34838437.jpg,34838437-accellight.jpg,downloaded
Accumulated Fortune,98444741,98444741,1,https://images.ygoprodeck.com/images/cards/98444741.jpg,98444741-accumulated-fortune.jpg,downloaded
Ace★Spades Speculation,10796448,10796448,1,https://images.ygoprodeck.com/images/cards/10796448.jpg,10796448-ace-spades-speculation.jpg,downloaded
Accesscode Talker,86066372,86066372,1,https://images.ygoprodeck.com/images/cards/86066372.jpg,86066372-accesscode-talker.jpg,downloaded
Achacha Archer,98865920,98865920,1,https://images.ygoprodeck.com/images/cards/98865920.jpg,98865920-achacha-archer.jpg,downloaded
Achacha Chanbara,62476197,62476197,1,https://images.ygoprodeck.com/images/cards/62476197.jpg,62476197-achacha-chanbara.jpg,downloaded
Achichi @Ignister,15808381,15808381,1,https://images.ygoprodeck.com/images/cards/15808381.jpg,15808381-achichi-ignister.jpg,downloaded
Acid Crawler,77568553,77568553,1,https://images.ygoprodeck.com/images/cards/77568553.jpg,77568553-acid-crawler.jpg,downloaded
Acid Rain,21323861,21323861,1,https://images.ygoprodeck.com/images/cards/21323861.jpg,21323861-acid-rain.jpg,downloaded
Acid Trap Hole,41356845,41356846,2,https://images.ygoprodeck.com/images/cards/41356846.jpg,41356846-alt2-acid-trap-hole.jpg,downloaded
Acid Trap Hole,41356845,41356845,1,https://images.ygoprodeck.com/images/cards/41356845.jpg,41356845-acid-trap-hole.jpg,downloaded
Acidic Downpour,35956022,35956022,1,https://images.ygoprodeck.com/images/cards/35956022.jpg,35956022-acidic-downpour.jpg,downloaded
Acorno,21051977,21051977,1,https://images.ygoprodeck.com/images/cards/21051977.jpg,21051977-acorno.jpg,downloaded
Acrobat Monkey,47372349,47372349,1,https://images.ygoprodeck.com/images/cards/47372349.jpg,47372349-acrobat-monkey.jpg,downloaded
Acrobatic Magician,33656832,33656832,1,https://images.ygoprodeck.com/images/cards/33656832.jpg,33656832-acrobatic-magician.jpg,downloaded
Action Magic - Double Banking,35498188,35498188,1,https://images.ygoprodeck.com/images/cards/35498188.jpg,35498188-action-magic-double-banking.jpg,downloaded
Action Magic - Full Turn,99004583,99004583,1,https://images.ygoprodeck.com/images/cards/99004583.jpg,99004583-action-magic-full-turn.jpg,downloaded
Ad Libitum of Despia,81555617,81555617,1,https://images.ygoprodeck.com/images/cards/81555617.jpg,81555617-ad-libitum-of-despia.jpg,downloaded
Adamancipator Analyzer,11302671,11302671,1,https://images.ygoprodeck.com/images/cards/11302671.jpg,11302671-adamancipator-analyzer.jpg,downloaded
Adamancipator Crystal - Dragite,10286023,10286023,1,https://images.ygoprodeck.com/images/cards/10286023.jpg,10286023-adamancipator-crystal-dragite.jpg,downloaded
Adamancipator Crystal - Leonite,47897376,47897376,1,https://images.ygoprodeck.com/images/cards/47897376.jpg,47897376-adamancipator-crystal-leonite.jpg,downloaded
Adamancipator Crystal - Raptite,74891384,74891384,1,https://images.ygoprodeck.com/images/cards/74891384.jpg,74891384-adamancipator-crystal-raptite.jpg,downloaded
Adamancipator Friends,99927991,99927991,1,https://images.ygoprodeck.com/images/cards/99927991.jpg,99927991-adamancipator-friends.jpg,downloaded
Adamancipator Laputite,46552140,46552140,1,https://images.ygoprodeck.com/images/cards/46552140.jpg,46552140-adamancipator-laputite.jpg,downloaded
Adamancipator Relief,9341993,9341993,1,https://images.ygoprodeck.com/images/cards/9341993.jpg,9341993-adamancipator-relief.jpg,downloaded
Adamancipator Researcher,85914562,85914562,1,https://images.ygoprodeck.com/images/cards/85914562.jpg,85914562-adamancipator-researcher.jpg,downloaded
Adamancipator Resonance,45730592,45730592,1,https://images.ygoprodeck.com/images/cards/45730592.jpg,45730592-adamancipator-resonance.jpg,downloaded
Adamancipator Risen - Dragite,9464441,9464441,1,https://images.ygoprodeck.com/images/cards/9464441.jpg,9464441-adamancipator-risen-dragite.jpg,downloaded
Adamancipator Risen - Leonite,47674738,47674738,1,https://images.ygoprodeck.com/images/cards/47674738.jpg,47674738-adamancipator-risen-leonite.jpg,downloaded
Adamancipator Risen - Raptite,73079836,73079836,1,https://images.ygoprodeck.com/images/cards/73079836.jpg,73079836-adamancipator-risen-raptite.jpg,downloaded
Adamancipator Seeker,48519867,48519867,1,https://images.ygoprodeck.com/images/cards/48519867.jpg,48519867-adamancipator-seeker.jpg,downloaded
Adamancipator Signs,72957245,72957245,1,https://images.ygoprodeck.com/images/cards/72957245.jpg,72957245-adamancipator-signs.jpg,downloaded
Additional Mirror Level 7,23812568,23812568,1,https://images.ygoprodeck.com/images/cards/23812568.jpg,23812568-additional-mirror-level-7.jpg,downloaded
Adhesion Trap Hole,62325062,62325062,1,https://images.ygoprodeck.com/images/cards/62325062.jpg,62325062-adhesion-trap-hole.jpg,downloaded
Adhesive Explosive,53828396,53828396,1,https://images.ygoprodeck.com/images/cards/53828396.jpg,53828396-adhesive-explosive.jpg,downloaded
"Adreus, Keeper of Armageddon",94119480,94119480,1,https://images.ygoprodeck.com/images/cards/94119480.jpg,94119480-adreus-keeper-of-armageddon.jpg,downloaded
Adularia of the June Moon,15464375,15464375,1,https://images.ygoprodeck.com/images/cards/15464375.jpg,15464375-adularia-of-the-june-moon.jpg,downloaded
Advance Force,38589847,38589847,1,https://images.ygoprodeck.com/images/cards/38589847.jpg,38589847-advance-force.jpg,downloaded
Advance Draw,51630558,51630558,1,https://images.ygoprodeck.com/images/cards/51630558.jpg,51630558-advance-draw.jpg,downloaded
Advance Zone,76224717,76224717,1,https://images.ygoprodeck.com/images/cards/76224717.jpg,76224717-advance-zone.jpg,downloaded
Advanced Crystal Beast Amber Mammoth,18847598,18847598,1,https://images.ygoprodeck.com/images/cards/18847598.jpg,18847598-advanced-crystal-beast-amber-mammoth.jpg,downloaded
Advanced Crystal Beast Amethyst Cat,19963185,19963185,1,https://images.ygoprodeck.com/images/cards/19963185.jpg,19963185-advanced-crystal-beast-amethyst-cat.jpg,downloaded
Advanced Crystal Beast Cobalt Eagle,45236142,45236142,1,https://images.ygoprodeck.com/images/cards/45236142.jpg,45236142-advanced-crystal-beast-cobalt-eagle.jpg,downloaded
Advanced Crystal Beast Emerald Tortoise,46358784,46358784,1,https://images.ygoprodeck.com/images/cards/46358784.jpg,46358784-advanced-crystal-beast-emerald-tortoise.jpg,downloaded
Advanced Crystal Beast Ruby Carbuncle,83575471,83575471,1,https://images.ygoprodeck.com/images/cards/83575471.jpg,83575471-advanced-crystal-beast-ruby-carbuncle.jpg,downloaded
Advanced Crystal Beast Sapphire Pegasus,71620241,71620241,1,https://images.ygoprodeck.com/images/cards/71620241.jpg,71620241-advanced-crystal-beast-sapphire-pegasus.jpg,downloaded
Advanced Crystal Beast Topaz Tiger,72843899,72843899,1,https://images.ygoprodeck.com/images/cards/72843899.jpg,72843899-advanced-crystal-beast-topaz-tiger.jpg,downloaded
Advanced Dark,12644061,12644061,1,https://images.ygoprodeck.com/images/cards/12644061.jpg,12644061-advanced-dark.jpg,downloaded
Advanced Ritual Art,46052429,46052429,1,https://images.ygoprodeck.com/images/cards/46052429.jpg,46052429-advanced-ritual-art.jpg,downloaded
Advanced Heraldry Art,61314842,61314842,1,https://images.ygoprodeck.com/images/cards/61314842.jpg,61314842-advanced-heraldry-art.jpg,downloaded
Aegaion the Sea Castrum,10678778,10678778,1,https://images.ygoprodeck.com/images/cards/10678778.jpg,10678778-aegaion-the-sea-castrum.jpg,downloaded
Aegis of Gaia,47060347,47060347,1,https://images.ygoprodeck.com/images/cards/47060347.jpg,47060347-aegis-of-gaia.jpg,downloaded
Aegis of the Ocean Dragon Lord,7935043,7935043,1,https://images.ygoprodeck.com/images/cards/7935043.jpg,7935043-aegis-of-the-ocean-dragon-lord.jpg,downloaded
Aerial Eater,28143384,28143384,1,https://images.ygoprodeck.com/images/cards/28143384.jpg,28143384-aerial-eater.jpg,downloaded
Aerial Recharge,70875955,70875955,1,https://images.ygoprodeck.com/images/cards/70875955.jpg,70875955-aerial-recharge.jpg,downloaded
"Aether, the Empowering Dragon",56804361,56804361,1,https://images.ygoprodeck.com/images/cards/56804361.jpg,56804361-aether-the-empowering-dragon.jpg,downloaded
Aeropixthree,83094004,83094004,1,https://images.ygoprodeck.com/images/cards/83094004.jpg,83094004-aeropixthree.jpg,downloaded
"Aether, the Evil Empowering Dragon",28865322,28865322,1,https://images.ygoprodeck.com/images/cards/28865322.jpg,28865322-aether-the-evil-empowering-dragon.jpg,downloaded
After the Storm,82263578,82263578,1,https://images.ygoprodeck.com/images/cards/82263578.jpg,82263578-after-the-storm.jpg,downloaded
After the Struggle,25345186,25345186,1,https://images.ygoprodeck.com/images/cards/25345186.jpg,25345186-after-the-struggle.jpg,downloaded
Afterglow,43575579,43575579,1,https://images.ygoprodeck.com/images/cards/43575579.jpg,43575579-afterglow.jpg,downloaded
Against the Wind,64952266,64952266,1,https://images.ygoprodeck.com/images/cards/64952266.jpg,64952266-against-the-wind.jpg,downloaded
Agave Dragon,2411269,2411269,1,https://images.ygoprodeck.com/images/cards/2411269.jpg,2411269-agave-dragon.jpg,downloaded
Ages of Stars and Frost,27822206,27822206,1,https://images.ygoprodeck.com/images/cards/27822206.jpg,27822206-ages-of-stars-and-frost.jpg,downloaded
Agido,16135253,16135253,1,https://images.ygoprodeck.com/images/cards/16135253.jpg,16135253-agido.jpg,downloaded
Agido the Ancient Sentinel,62320425,62320425,1,https://images.ygoprodeck.com/images/cards/62320425.jpg,62320425-agido-the-ancient-sentinel.jpg,downloaded
Agnimal Candle,13014905,13014905,1,https://images.ygoprodeck.com/images/cards/13014905.jpg,13014905-agnimal-candle.jpg,downloaded
"Ahrima, the Wicked Warden",86377375,86377375,1,https://images.ygoprodeck.com/images/cards/86377375.jpg,86377375-ahrima-the-wicked-warden.jpg,downloaded
Aileron,96084564,96084564,1,https://images.ygoprodeck.com/images/cards/96084564.jpg,96084564-aileron.jpg,downloaded
Air Armor Ninja,69023354,69023354,1,https://images.ygoprodeck.com/images/cards/69023354.jpg,69023354-air-armor-ninja.jpg,downloaded
Air Eater,8353769,8353769,1,https://images.ygoprodeck.com/images/cards/8353769.jpg,8353769-air-eater.jpg,downloaded
Air Cracking Storm,98864751,98864751,1,https://images.ygoprodeck.com/images/cards/98864751.jpg,98864751-air-cracking-storm.jpg,downloaded
Airknight Parshath,18036057,18036057,1,https://images.ygoprodeck.com/images/cards/18036057.jpg,18036057-airknight-parshath.jpg,downloaded
Airorca,84747429,84747429,1,https://images.ygoprodeck.com/images/cards/84747429.jpg,84747429-airorca.jpg,downloaded
Aitsu,48202661,48202661,1,https://images.ygoprodeck.com/images/cards/48202661.jpg,48202661-aitsu.jpg,downloaded
Aiwass the Spirit of the Law,84288367,84288367,1,https://images.ygoprodeck.com/images/cards/84288367.jpg,84288367-aiwass-the-spirit-of-the-law.jpg,downloaded
"Aiwass, the Magistus Spell Spirit",35877582,35877582,1,https://images.ygoprodeck.com/images/cards/35877582.jpg,35877582-aiwass-the-magistus-spell-spirit.jpg,downloaded
Aiza the Dragoness of Deranged Devotion,63378869,63378869,1,https://images.ygoprodeck.com/images/cards/63378869.jpg,63378869-aiza-the-dragoness-of-deranged-devotion.jpg,downloaded
Akakieisu,38035986,38035986,1,https://images.ygoprodeck.com/images/cards/38035986.jpg,38035986-akakieisu.jpg,downloaded
Akashic Magician,28776350,28776350,1,https://images.ygoprodeck.com/images/cards/28776350.jpg,28776350-akashic-magician.jpg,downloaded
